tag,stemtag,survey.ID,year,month,day,intraannual,sp,measure,codes,notes,status,stemID,dendDiam,dbh_orig,new.band,dendroID,date,dbh,scenario,data_source
82203,1,2010.01,2010,1,27,1,litu,26.2,NA,NA,alive,10045,610,611.3,1,106,2010-01-27,611.3,0,biweekly_dbh
82203,1,2011.01,2011,1,15,1,litu,41.1,NA,NA,alive,10045,NA,611.3,0,106,2011-01-15,616.0499797203681,1,biweekly_dbh
82203,1,2011.02,2011,5,9,1,litu,40.62,NA,NA,alive,10045,NA,611.3,0,106,2011-05-09,615.8968735554038,1,biweekly_dbh
82203,1,2011.03,2011,5,13,1,litu,40.21,NA,NA,alive,10045,NA,611.3,0,106,2011-05-13,615.7660853159327,1,biweekly_dbh
82203,1,2011.04,2011,5,16,1,litu,42.55,NA,NA,alive,10045,NA,611.3,0,106,2011-05-16,616.5126104819775,1,biweekly_dbh
82203,1,2011.05,2011,5,24,1,litu,44.03,NA,NA,alive,10045,NA,611.3,0,106,2011-05-24,616.984856905513,1,biweekly_dbh
82203,1,2011.06,2011,6,6,1,litu,47.8,NA,NA,alive,10045,NA,611.3,0,106,2011-06-06,618.1881499583365,1,biweekly_dbh
82203,1,2011.07,2011,6,13,1,litu,51.61,NA,NA,alive,10045,NA,611.3,0,106,2011-06-13,619.4048053677069,1,biweekly_dbh
82203,1,2011.08,2011,6,20,1,litu,52.78,NA,NA,alive,10045,NA,611.3,0,106,2011-06-20,619.7785177131456,1,biweekly_dbh
82203,1,2011.09,2011,6,27,1,litu,53.31,NA,NA,alive,10045,NA,611.3,0,106,2011-06-27,619.9478423818898,1,biweekly_dbh
82203,1,2011.1,2011,7,5,1,litu,53.39,NA,NA,alive,10045,NA,611.3,0,106,2011-07-05,619.9733992428062,1,biweekly_dbh
82203,1,2011.11,2011,7,11,1,litu,54.61,NA,NA,alive,10045,NA,611.3,0,106,2011-07-11,620.363191610451,1,biweekly_dbh
82203,1,2011.12,2011,7,18,1,litu,55.34,NA,NA,alive,10045,NA,611.3,0,106,2011-07-18,620.5964794762358,1,biweekly_dbh
82203,1,2011.13,2011,7,25,1,litu,55.44,NA,NA,alive,10045,NA,611.3,0,106,2011-07-25,620.6284348682045,1,biweekly_dbh
82203,1,2011.14,2011,8,1,1,litu,55.43,NA,NA,alive,10045,NA,611.3,0,106,2011-08-01,620.6252562824255,1,biweekly_dbh
82203,1,2011.15,2011,8,8,1,litu,55.85,NA,NA,alive,10045,NA,611.3,0,106,2011-08-08,620.7594520400293,1,biweekly_dbh
82203,1,2011.16,2011,8,22,1,litu,55.87,NA,NA,alive,10045,NA,611.3,0,106,2011-08-22,620.7658520300632,1,biweekly_dbh
82203,1,2011.17,2011,9,6,1,litu,57,NA,NA,alive,10045,NA,611.3,0,106,2011-09-06,621.1270103134682,1,biweekly_dbh
82203,1,2011.18,2011,9,19,1,litu,57.64,NA,NA,alive,10045,NA,611.3,0,106,2011-09-19,621.3316075141385,1,biweekly_dbh
82203,1,2011.19,2011,10,5,1,litu,57.13,NA,NA,alive,10045,NA,611.3,0,106,2011-10-05,621.1686146050495,1,biweekly_dbh
82203,1,2011.2,2011,10,16,1,litu,57.1,NA,NA,alive,10045,NA,611.3,0,106,2011-10-16,621.1590449658408,1,biweekly_dbh
82203,1,2011.21,2011,11,1,1,litu,57.11,NA,NA,alive,10045,NA,611.3,0,106,2011-11-01,621.1622341405971,1,biweekly_dbh
82203,1,2011.22,2011,11,17,1,litu,56.86,NA,NA,alive,10045,NA,611.3,0,106,2011-11-17,621.0823536847968,1,biweekly_dbh
82203,1,2011.23,2011,12,15,1,litu,56.69,NA,NA,alive,10045,NA,611.3,0,106,2011-12-15,621.0280205202583,1,biweekly_dbh
82203,1,2012.01,2012,3,15,1,litu,55.58,NA,NA,alive,10045,NA,611.3,0,106,2012-03-15,620.6732497366938,1,biweekly_dbh
82203,1,2012.02,2012,4,11,1,litu,55.26,NA,NA,alive,10045,NA,611.3,0,106,2012-04-11,620.5709640452543,1,biweekly_dbh
82203,1,2012.03,2012,4,25,1,litu,56.57,NA,NA,alive,10045,NA,611.3,0,106,2012-04-25,620.9896157360572,1,biweekly_dbh
82203,1,2012.04,2012,5,8,1,litu,56.29,NA,NA,alive,10045,NA,611.3,0,106,2012-05-08,620.9001461520048,1,biweekly_dbh
82203,1,2012.05,2012,5,22,1,litu,57.96,NA,NA,alive,10045,NA,611.3,0,106,2012-05-22,621.4339373324062,1,biweekly_dbh
82203,1,2012.06,2012,6,5,1,litu,60.25,NA,NA,alive,10045,NA,611.3,0,106,2012-06-05,622.1660973066028,1,biweekly_dbh
82203,1,2012.07,2012,6,19,1,litu,62.83,NA,NA,alive,10045,NA,611.3,0,106,2012-06-19,622.9912899537138,1,biweekly_dbh
82203,1,2012.08,2012,7,2,1,litu,65.27,NA,NA,alive,10045,NA,611.3,0,106,2012-07-02,623.7720063102996,1,biweekly_dbh
82203,1,2012.09,2012,7,16,1,litu,65.95,NA,NA,alive,10045,NA,611.3,0,106,2012-07-16,623.9896534494511,1,biweekly_dbh
82203,1,2012.1,2012,7,30,1,litu,66.44,NA,NA,alive,10045,NA,611.3,0,106,2012-07-30,624.1465121667385,1,biweekly_dbh
82203,1,2012.11,2012,8,14,1,litu,66.45,NA,NA,alive,10045,NA,611.3,0,106,2012-08-14,624.1497055784372,1,biweekly_dbh
82203,1,2012.12,2012,8,29,1,litu,66.69,NA,NA,alive,10045,NA,611.3,0,106,2012-08-29,624.2265603849123,1,biweekly_dbh
82203,1,2012.13,2012,9,10,1,litu,67.65,NA,NA,alive,10045,NA,611.3,0,106,2012-09-10,624.53384442682,1,biweekly_dbh
82203,1,2012.14,2012,9,25,1,litu,66.55,NA,NA,alive,10045,NA,611.3,0,106,2012-09-25,624.1817265434436,1,biweekly_dbh
82203,1,2012.15,2012,10,9,1,litu,67.26,NA,NA,alive,10045,NA,611.3,0,106,2012-10-09,624.4090231605219,1,biweekly_dbh
82203,1,2012.16,2012,10,23,1,litu,66.73,NA,NA,alive,10045,NA,611.3,0,106,2012-10-23,624.2393649895454,1,biweekly_dbh
82203,1,2012.17,2012,11,26,1,litu,66.8,NA,NA,alive,10045,NA,611.3,0,106,2012-11-26,624.2617659795947,1,biweekly_dbh
82203,1,2012.18,2012,11,29,1,litu,66.89,NA,NA,alive,10045,NA,611.3,0,106,2012-11-29,624.2905368601113,1,biweekly_dbh
82203,1,2013.01,2013,3,19,1,litu,66.77,NA,NA,alive,10045,625,611.3,0,106,2013-03-19,624.2520996795546,1,biweekly_dbh
82203,1,2013.02,2013,4,8,1,litu,65.92,NA,NA,alive,10045,NA,611.3,0,106,2013-04-08,623.9800539674791,1,biweekly_dbh
82203,1,2013.03,2013,4,23,1,litu,65.87,NA,NA,alive,10045,NA,611.3,0,106,2013-04-23,623.9640417642353,1,biweekly_dbh
82203,1,2013.04,2013,5,6,1,litu,65.87,NA,NA,alive,10045,NA,611.3,0,106,2013-05-06,623.9641344544176,1,biweekly_dbh
82203,1,2013.05,2013,5,20,1,litu,66.43,NA,NA,alive,10045,NA,611.3,0,106,2013-05-20,624.1433896374642,1,biweekly_dbh
82203,1,2013.06,2013,6,3,1,litu,68.52,NA,NA,alive,10045,NA,611.3,0,106,2013-06-03,624.8124828611092,1,biweekly_dbh
82203,1,2013.07,2013,6,17,1,litu,71.53,NA,NA,alive,10045,NA,611.3,0,106,2013-06-17,625.7764981875206,1,biweekly_dbh
82203,1,2013.08,2013,7,1,1,litu,74.16,NA,NA,alive,10045,NA,611.3,0,106,2013-07-01,626.6192173348654,1,biweekly_dbh
82203,1,2013.09,2013,7,15,1,litu,78.25,NA,NA,alive,10045,NA,611.3,0,106,2013-07-15,627.9305848501233,1,biweekly_dbh
82203,1,2013.1,2013,7,29,1,litu,78.71,NA,NA,alive,10045,NA,611.3,0,106,2013-07-29,628.0781149165615,1,biweekly_dbh
82203,1,2013.11,2013,8,12,1,litu,79.61,NA,NA,alive,10045,NA,611.3,0,106,2013-08-12,628.3668395790015,1,biweekly_dbh
82203,1,2013.12,2013,8,26,1,litu,80.12,NA,NA,alive,10045,NA,611.3,0,106,2013-08-26,628.5304462856633,1,biweekly_dbh
82203,1,2013.13,2013,9,9,1,litu,80.42,NA,NA,alive,10045,NA,611.3,0,106,2013-09-09,628.6266837722264,1,biweekly_dbh
82203,1,2013.14,2013,9,23,1,litu,79.94,NA,NA,alive,10045,NA,611.3,0,106,2013-09-23,628.4726788508519,1,biweekly_dbh
82203,1,2013.15,2013,10,9,1,litu,80.12,NA,NA,alive,10045,NA,611.3,0,106,2013-10-09,628.5304528304824,1,biweekly_dbh
82203,1,2013.16,2013,10,29,1,litu,80.18,NA,NA,alive,10045,NA,611.3,0,106,2013-10-29,628.5496944468595,1,biweekly_dbh
82203,1,2014.01,2014,3,24,1,litu,80.65,NA,Measured with caliper (TORA),alive,10045,614,627.7999878,0,106,2014-03-24,627.7999878,2014,biweekly_dbh
82203,1,2014.02,2014,4,14,1,litu,80.37,NA,NA,alive,10045,NA,627.7999878,0,106,2014-04-14,627.7101683455677,1,biweekly_dbh
82203,1,2014.03,2014,5,1,1,litu,80.11,NA,NA,alive,10045,NA,627.7999878,0,106,2014-05-01,627.6267191093582,1,biweekly_dbh
82203,1,2014.04,2014,5,13,1,litu,79.89,NA,NA,alive,10045,NA,627.7999878,0,106,2014-05-13,627.5561298362546,1,biweekly_dbh
82203,1,2014.05,2014,5,27,1,litu,80.51,NA,NA,alive,10045,NA,627.7999878,0,106,2014-05-27,627.7550678522856,1,biweekly_dbh
82203,1,2014.06,2014,6,10,1,litu,83.5,NA,NA,alive,10045,NA,627.7999878,0,106,2014-06-10,628.714780974261,1,biweekly_dbh
82203,1,2014.07,2014,6,23,1,litu,85.44,NA,NA,alive,10045,NA,627.7999878,0,106,2014-06-23,629.3378109096695,1,biweekly_dbh
82203,1,2014.08,2014,7,7,1,litu,87.79,NA,NA,alive,10045,NA,627.7999878,0,106,2014-07-07,630.0928169455459,1,biweekly_dbh
82203,1,2014.09,2014,7,21,1,litu,89.53,NA,NA,alive,10045,NA,627.7999878,0,106,2014-07-21,630.6520799381977,1,biweekly_dbh
82203,1,2014.1,2014,8,4,1,litu,89.84,NA,NA,alive,10045,NA,627.7999878,0,106,2014-08-04,630.7517187378305,1,biweekly_dbh
82203,1,2014.11,2014,8,18,1,litu,91.39,NA,NA,alive,10045,NA,627.7999878,0,106,2014-08-18,631.2501100968303,1,biweekly_dbh
82203,1,2014.12,2014,9,2,1,litu,89.99,NA,NA,alive,10045,NA,627.7999878,0,106,2014-09-02,630.7999310829432,1,biweekly_dbh
82203,1,2014.13,2014,9,15,1,litu,90.21,NA,NA,alive,10045,NA,627.7999878,0,106,2014-09-15,630.8706786009902,1,biweekly_dbh
82203,1,2014.14,2014,10,27,1,litu,92.09,NA,NA,alive,10045,NA,627.7999878,0,106,2014-10-27,631.4752570420314,1,biweekly_dbh
82203,1,2015.01,2015,3,26,1,litu,91.52,NA,"large poison ivy vine attached to tree, included in dendro diameter measurement",alive,10045,638,627.7999878,0,106,2015-03-26,631.291928392105,1,biweekly_dbh
82203,1,2015.02,2015,4,23,1,litu,91.48,NA,NA,alive,10045,NA,627.7999878,0,106,2015-04-23,631.2790571842122,1,biweekly_dbh
82203,1,2015.03,2015,5,7,1,litu,91.35,NA,NA,alive,10045,NA,627.7999878,0,106,2015-05-07,631.2372607655865,1,biweekly_dbh
82203,1,2015.04,2015,5,19,1,litu,91.93,NA,NA,alive,10045,NA,627.7999878,0,106,2015-05-19,631.4237725898686,1,biweekly_dbh
82203,1,2015.05,2015,6,3,1,litu,94,NA,NA,alive,10045,NA,627.7999878,0,106,2015-06-03,632.0896757328527,1,biweekly_dbh
82203,1,2015.06,2015,6,16,1,litu,96.23,NA,NA,alive,10045,NA,627.7999878,0,106,2015-06-16,632.8074232027716,1,biweekly_dbh
82203,1,2015.07,2015,7,1,1,litu,99.78,NA,NA,alive,10045,NA,627.7999878,0,106,2015-07-01,633.950755494363,1,biweekly_dbh
82203,1,2015.08,2015,7,14,1,litu,101.81,NA,NA,alive,10045,NA,627.7999878,0,106,2015-07-14,634.6049346451836,1,biweekly_dbh
82203,1,2015.09,2015,7,28,1,litu,103.98,NA,NA,alive,10045,NA,627.7999878,0,106,2015-07-28,635.3045594708803,1,biweekly_dbh
82203,1,2015.1,2015,8,11,1,litu,104.82,NA,NA,alive,10045,NA,627.7999878,0,106,2015-08-11,635.5754715773678,1,biweekly_dbh
82203,1,2015.11,2015,8,25,1,litu,104.94,NA,NA,alive,10045,NA,627.7999878,0,106,2015-08-25,635.6141482761774,1,biweekly_dbh
82203,1,2015.12,2015,9,16,1,litu,105.46,NA,NA,alive,10045,NA,627.7999878,0,106,2015-09-16,635.7818979241335,1,biweekly_dbh
82203,1,2015.13,2015,11,2,1,litu,106.45,NA,poison ivy on tree,alive,10045,NA,627.7999878,0,106,2015-11-02,636.1013243507422,1,biweekly_dbh
82203,1,2016.01,2016,4,6,1,litu,105.61,NA,poison ivy on tree,alive,10045,642,627.7999878,0,106,2016-04-06,635.8302891438229,1,biweekly_dbh
82203,1,2016.02,2016,5,12,1,litu,107.31,NA,NA,alive,10045,NA,627.7999878,0,106,2016-05-12,636.3788817428668,1,biweekly_dbh
82203,1,2016.03,2016,5,26,1,litu,107.27,NA,NA,alive,10045,NA,627.7999878,0,106,2016-05-26,636.36594685233,1,biweekly_dbh
82203,1,2016.04,2016,6,9,1,litu,108.2,NA,NA,alive,10045,NA,627.7999878,0,106,2016-06-09,636.666165391842,1,biweekly_dbh
82203,1,2016.05,2016,6,23,1,litu,111.97,NA,NA,alive,10045,NA,627.7999878,0,106,2016-06-23,637.8838361652986,1,biweekly_dbh
82203,1,2016.06,2016,7,7,1,litu,115.37,NA,NA,alive,10045,NA,627.7999878,0,106,2016-07-07,638.9829616467948,1,biweekly_dbh
82203,1,2016.07,2016,7,21,1,litu,117.76,NA,NA,alive,10045,NA,627.7999878,0,106,2016-07-21,639.7561974925171,1,biweekly_dbh
82203,1,2016.08,2016,8,4,1,litu,120.14,NA,NA,alive,10045,NA,627.7999878,0,106,2016-08-04,640.5266636539388,1,biweekly_dbh
82203,1,2016.09,2016,8,18,1,litu,120.41,NA,NA,alive,10045,NA,627.7999878,0,106,2016-08-18,640.6140812015738,1,biweekly_dbh
82203,1,2016.1,2016,9,1,1,litu,119.95,NA,NA,alive,10045,NA,627.7999878,0,106,2016-09-01,640.4651077523347,1,biweekly_dbh
82203,1,2016.11,2016,9,13,1,litu,119.66,NA,NA,alive,10045,NA,627.7999878,0,106,2016-09-13,640.371186843492,1,biweekly_dbh
82203,1,2016.12,2016,9,29,1,litu,120.69,NA,NA,alive,10045,NA,627.7999878,0,106,2016-09-29,640.7047383048533,1,biweekly_dbh
82203,1,2016.13,2016,10,13,1,litu,120.96,NA,NA,alive,10045,NA,627.7999878,0,106,2016-10-13,640.7922058202025,1,biweekly_dbh
82203,1,2016.14,2016,10,27,1,litu,120.21,NA,NA,alive,10045,NA,627.7999878,0,106,2016-10-27,640.5493330960868,1,biweekly_dbh
82203,1,2016.15,2016,11,10,1,litu,120.07,NA,NA,alive,10045,NA,627.7999878,0,106,2016-11-10,640.5039715835844,1,biweekly_dbh
82203,1,2017.01,2017,4,18,1,litu,120.21,NA,NA,alive,10045,NA,627.8,0,106,2017-04-18,640.5493029843548,1,biweekly_dbh
82203,1,2017.02,2017,5,18,1,litu,120.95,NA,NA,alive,10045,NA,627.8,0,106,2017-05-18,640.7889856175761,1,biweekly_dbh
82203,1,2017.03,2017,6,2,1,litu,122.04,NA,NA,alive,10045,NA,627.8,0,106,2017-06-02,641.1421108884933,1,biweekly_dbh
82203,1,2017.04,2017,6,21,1,litu,126.64,NA,NA,alive,10045,NA,627.8,0,106,2017-06-21,642.6334315031257,1,biweekly_dbh
82203,1,2017.05,2017,6,30,1,litu,127.73,NA,NA,alive,10045,NA,627.8,0,106,2017-06-30,642.9871094578216,1,biweekly_dbh
82203,1,2017.06,2017,7,13,1,litu,129.6,NA,NA,alive,10045,NA,627.8,0,106,2017-07-13,643.5940668737221,1,biweekly_dbh
82203,1,2017.07,2017,7,31,1,litu,131.85,NA,NA,alive,10045,NA,627.8,0,106,2017-07-31,644.3248138746823,1,biweekly_dbh
82203,1,2017.09,2017,8,17,1,litu,132.19,NA,NA,alive,10045,NA,627.8,0,106,2017-08-17,644.4353027751149,1,biweekly_dbh
82203,1,2017.1,2017,9,11,1,litu,131.95,NA,NA,alive,10045,NA,627.8,0,106,2017-09-11,644.3573089976737,1,biweekly_dbh
82203,1,2017.11,2017,9,21,1,litu,131.84,NA,NA,alive,10045,NA,627.8,0,106,2017-09-21,644.3215421614015,1,biweekly_dbh
82203,1,2017.12,2017,11,15,1,litu,132.7,NA,NA,alive,10045,NA,627.8,0,106,2017-11-15,644.6009908934705,1,biweekly_dbh
82203,1,2018.01,2018,3,9,1,litu,132.1,NA,NA,alive,10045,NA,627.8,0,106,2018-03-09,644.4060357861299,1,biweekly_dbh
82203,1,2018.02,2018,4,6,1,litu,131.68,NA,NA,alive,10045,NA,627.8,0,106,2018-04-06,644.2695815221184,1,biweekly_dbh
82203,1,2018.03,2018,4,26,1,litu,132.4,NA,NA,alive,10045,NA,627.8,0,106,2018-04-26,644.5035254646928,1,biweekly_dbh
82203,1,2018.04,2018,5,15,1,litu,132.37,NA,NA,alive,10045,NA,627.8,0,106,2018-05-15,644.493777233313,1,biweekly_dbh
82203,1,2018.05,2018,5,29,1,litu,132.92,NA,NA,alive,10045,NA,627.8,0,106,2018-05-29,644.6724888212156,1,biweekly_dbh
82203,1,2018.06,2018,6,14,1,litu,138.04,NA,NA,alive,10045,NA,627.8,0,106,2018-06-14,646.3376785049961,1,biweekly_dbh
82203,1,2018.07,2018,6,29,1,litu,141.26,NA,NA,alive,10045,NA,627.8,0,106,2018-06-29,647.3862360702063,1,biweekly_dbh
82203,1,2018.08,2018,7,12,1,litu,142.32,NA,NA,alive,10045,NA,627.8,0,106,2018-07-12,647.7316383339073,1,biweekly_dbh
82203,1,2018.09,2018,7,26,1,litu,147,NA,NA,alive,10045,NA,627.8,0,106,2018-07-26,649.2579867009505,1,biweekly_dbh
82203,1,2018.1,2018,8,9,1,litu,144.71,NA,NA,alive,10045,NA,627.8,0,106,2018-08-09,648.5108602002058,1,biweekly_dbh
82203,1,2018.11,2018,8,23,1,litu,145.28,NA,NA,alive,10045,NA,627.8,0,106,2018-08-23,648.6967649516428,1,biweekly_dbh
82203,1,2018.12,2018,9,28,1,litu,145.74,NA,NA,alive,10045,NA,627.8,0,106,2018-09-28,648.846831600471,1,biweekly_dbh
82203,1,2018.13,2018,10,18,1,litu,144.8,NA,NA,alive,10045,NA,627.8,0,106,2018-10-18,648.5401837123314,1,biweekly_dbh
82203,1,2018.14,2018,11,8,1,litu,145,NA,NA,alive,10045,NA,627.8,0,106,2018-11-08,648.6054165224497,1,biweekly_dbh
82203,1,2019.01,2019,3,28,1,litu,144.1,RE,NA,alive,10045,NA,627.8,0,106,2019-03-28,648.311916123894,1,biweekly_dbh
82203,1,2019.011,2019,4,4,1,litu,15.31,NA,NA,alive,10045,648,654,1,934,2019-04-04,654,4,biweekly_dbh
82203,1,2019.02,2019,4,11,1,litu,15.22,NA,NA,alive,10045,NA,654,0,934,2019-04-11,653.9713389960564,1,biweekly_dbh
82203,1,2019.03,2019,4,25,1,litu,14.33,NA,NA,alive,10045,NA,654,0,934,2019-04-25,653.6879935956592,1,biweekly_dbh
82203,1,2019.04,2019,5,9,1,litu,15.64,NA,NA,alive,10045,NA,654,0,934,2019-05-09,654.1051104066685,1,biweekly_dbh
82203,1,2019.05,2019,5,22,1,litu,16.28,NA,NA,alive,10045,NA,654,0,934,2019-05-22,654.3088686022004,1,biweekly_dbh
82203,1,2019.06,2019,6,4,1,litu,18.61,NA,NA,alive,10045,NA,654,0,934,2019-06-04,655.0507747678214,1,biweekly_dbh
82203,1,2019.07,2019,6,20,1,litu,21.87,NA,NA,alive,10045,NA,654,0,934,2019-06-20,656.0889450133774,1,biweekly_dbh
82203,1,2019.08,2019,7,11,1,litu,25.46,NA,NA,alive,10045,NA,654,0,934,2019-07-11,657.2324035256914,1,biweekly_dbh
82203,1,2019.09,2019,7,25,1,litu,27.26,NA,NA,alive,10045,NA,654,0,934,2019-07-25,657.8058239941114,1,biweekly_dbh
82203,1,2019.1,2019,8,8,1,litu,26.93,NA,NA,alive,10045,NA,654,0,934,2019-08-08,657.7006899949643,1,biweekly_dbh
82203,1,2019.11,2019,8,22,1,litu,27.02,NA,NA,alive,10045,NA,654,0,934,2019-08-22,657.729362527699,1,biweekly_dbh
82203,1,2019.12,2019,9,5,1,litu,26.98,NA,NA,alive,10045,NA,654,0,934,2019-09-05,657.7166390151957,1,biweekly_dbh
82203,1,2019.13,2019,10,2,1,litu,26.53,NA,NA,alive,10045,NA,654,0,934,2019-10-02,657.5732633326858,1,biweekly_dbh
82203,1,2019.14,2019,10,17,1,litu,26.72,NA,NA,alive,10045,NA,654,0,934,2019-10-17,657.6337905973037,1,biweekly_dbh
82203,1,2019.15,2019,11,6,1,litu,27.42,NA,NA,alive,10045,NA,654,0,934,2019-11-06,657.8568017498561,1,biweekly_dbh
82203,1,2020.01,2020,3,11,1,litu,26.68,NA,NA,alive,10045,NA,654,0,934,2020-03-11,657.6210402826144,1,biweekly_dbh
82203,1,2020.02,2020,3,30,1,litu,28.56,NA,NA,alive,10045,NA,654,0,934,2020-03-30,658.220003706868,1,biweekly_dbh
82203,1,2020.03,2020,4,14,1,litu,29.59,NA,NA,alive,10045,NA,654,0,934,2020-04-14,658.5481555774501,1,biweekly_dbh
82203,1,2020.04,2020,5,2,1,litu,29.75,NA,NA,alive,10045,NA,654,0,934,2020-05-02,658.5991588912206,1,biweekly_dbh
82203,1,2020.05,2020,5,15,1,litu,29.02,NA,NA,alive,10045,NA,654,0,934,2020-05-15,658.3665413827476,1,biweekly_dbh
82203,1,2020.06,2020,5,31,1,litu,29.86,NA,NA,alive,10045,NA,654,0,934,2020-05-31,658.6341837379118,1,biweekly_dbh
